时间_s,实验温度_C,模型温度_C,残差_C
2828.0,48.08,48.08216047583554,0.002160475835545128
2829.0,48.08,48.08216071520316,0.0021607152031606347
2830.0,48.08,48.08216095352159,0.0021609535215887377
2831.0,48.08,48.082161190795446,0.0021611907954479648
2832.0,48.08,48.082161427029284,0.0021614270292857896
2833.0,48.08,48.08216166222765,0.0021616622276496855
2834.0,48.08,48.08216189639513,0.0021618963951297587
2835.0,48.08,48.082162129536194,0.002162129536195323
2836.0,48.08,48.082162361655364,0.00216236165536543
2837.0,48.08,48.08216259275712,0.0021625927571236048
2838.0,48.08,48.082162822845916,0.0021628228459178445
2839.0,48.08,48.08216305192619,0.0021630519261890413
2840.0,48.08,48.082163280002376,0.0021632800023780874
2841.0,48.08,48.08216350707886,0.002163507078861926
2842.0,48.08,48.082163733160044,0.002163733160045922
2843.0,48.08,48.082163958250256,0.0021639582502572807
2844.0,48.08,48.08216418235385,0.002164182353851629
2845.0,48.08,48.08216440547518,0.0021644054751845943
2846.0,48.08,48.08216462761852,0.0021646276185194324
2847.0,48.08,48.08216484878816,0.0021648487881620326
2848.0,48.08,48.08216506898841,0.0021650689884111785
2849.0,48.08,48.08216528822348,0.0021652882234803883
2850.0,48.08,48.0821655064976,0.002165506497604497
2851.0,48.08,48.08216572381496,0.0021657238149614955
2852.0,48.08,48.082165940179806,0.002165940179807535
2853.0,48.08,48.0821661555963,0.0021661555962992907
2854.0,48.08,48.08216637006855,0.0021663700685508047
2855.0,48.08,48.082166583600774,0.0021665836007755956
2856.0,48.08,48.08216679619702,0.002166796197023757
2857.0,48.08,48.082167007861436,0.002167007861437753
2858.0,48.08,48.08216721859806,0.002167218598060572
2859.0,48.08,48.082167428411,0.0021674284109991504
2860.0,48.08,48.08216763730433,0.002167637304332004
2861.0,48.08,48.082167845281994,0.0021678452819955396
2862.0,48.08,48.08216805234809,0.0021680523480895886
2863.0,48.08,48.08216825850657,0.002168258506571874
2864.0,48.08,48.08216846376145,0.002168463761449857
2865.0,48.08,48.08216866811663,0.0021686681166315225
2866.0,48.08,48.082168871576094,0.00216887157609591
2867.0,48.08,48.08216907414377,0.0021690741437723204
2868.0,48.08,48.082169275823546,0.002169275823547423
2869.0,48.08,48.08216947661933,0.0021694766193292025
2870.0,48.08,48.08216967653499,0.002169676534990117
2871.0,48.08,48.082169875574394,0.002169875574395519
2872.0,48.08,48.082170073741366,0.002170073741368128
2873.0,48.08,48.08217027103973,0.0021702710397306646
2874.0,48.08,48.08217046747334,0.0021704674733413754
2875.0,48.08,48.08217066304591,0.0021706630459092935
2876.0,48.08,48.08217085776124,0.002170857761242928
2877.0,48.08,48.08217105162315,0.002171051623150788
2878.0,48.08,48.08217124463528,0.0021712446352850634
2879.0,48.08,48.082171436801445,0.0021714368014471574
2880.0,48.08,48.08217162812529,0.00217162812528926
2881.0,48.08,48.082171818610554,0.002171818610555931
2882.0,48.08,48.082172008260855,0.002172008260856728
2883.0,48.08,48.08217219707989,0.0021721970798935786
2884.0,48.08,48.08217238507132,0.002172385071318672
2885.0,48.08,48.082172572238754,0.0021725722387557767
2886.0,48.08,48.08217275858582,0.002172758585821555
2887.0,48.08,48.08217294411607,0.00217294411606872
2888.0,48.08,48.0821731288331,0.0021731288330997245
2889.0,48.08,48.08217331274047,0.002173312740474387
2890.0,48.08,48.08217349584177,0.0021734958417738426
2891.0,48.08,48.08217367814051,0.002173678140508173
2892.0,48.08,48.082173859640186,0.002173859640187459
2893.0,48.08,48.08217404034433,0.002174040344328887
2894.0,48.08,48.082174220256405,0.0021742202564070112
2895.0,48.08,48.08217439937991,0.0021743993799105965
2896.0,48.08,48.08217457771827,0.002174577718271564
2897.0,48.08,48.082174755274934,0.0021747552749360466
2898.0,48.08,48.082174932053384,0.002174932053385703
2899.0,48.08,48.08217510805696,0.0021751080569600845
2900.0,48.08,48.08217528328908,0.002175283289084007
2901.0,48.08,48.08217545775313,0.002175457753132548
2902.0,48.08,48.08217563145244,0.0021756314524381537
2903.0,48.08,48.082175804390474,0.0021758043904753777
2904.0,48.08,48.08217597657041,0.0021759765704132406
2905.0,48.08,48.08217614799568,0.002176147995683664
2906.0,48.08,48.08217631866958,0.0021763186695835657
2907.0,48.08,48.082176488595394,0.0021764885953956536
2908.0,48.08,48.08217665777636,0.0021766577763600026
2909.0,48.08,48.082176826215814,0.0021768262158161633
2910.0,48.08,48.082176993916946,0.0021769939169473673
2911.0,48.08,48.08217716088302,0.002177160883022111
2912.0,48.08,48.08217732711723,0.002177327117230732
2913.0,48.08,48.08217749262285,0.002177492622848831
2914.0,48.08,48.082177657402994,0.002177657402995692
2915.0,48.08,48.082177821460895,0.002177821460897178
2916.0,48.08,48.082177984799735,0.002177984799736521
2917.0,48.08,48.08217814742258,0.0021781474225832653
2918.0,48.08,48.08217830933263,0.0021783093326348535
2919.0,48.08,48.08217847053303,0.0021784705330318843
2920.0,48.08,48.08217863102685,0.002178631026851008
2921.0,48.08,48.08217879081718,0.002178790817183085
2922.0,48.08,48.082178949907146,0.0021789499071473983
2923.0,48.08,48.0821791082998,0.0021791082997992817
2924.0,48.08,48.082179265998164,0.002179265998165647
2925.0,48.08,48.082179423005314,0.002179423005316039
2926.0,48.08,48.08217957932427,0.0021795793242702644
2927.0,48.08,48.08217973495808,0.0021797349580836567
2928.0,48.08,48.082179889909696,0.002179889909697863
2929.0,48.08,48.082180044182145,0.0021800441821469008
2930.0,48.08,48.082180197778385,0.0021801977783866278
2931.0,48.08,48.0821803507014,0.0021803507014013235
2932.0,48.08,48.08218050295413,0.002180502954132635
2933.0,48.08,48.08218065453948,0.002180654539479576
2934.0,48.08,48.08218080546044,0.002180805460440638
2935.0,48.08,48.08218095571988,0.0021809557198793073
2936.0,48.08,48.082181105320714,0.002181105320715915
2937.0,48.08,48.08218125426578,0.0021812542657784206
2938.0,48.08,48.08218140255802,0.0021814025580226826
2939.0,48.08,48.082181550200275,0.0021815502002766607
2940.0,48.08,48.08218169719539,0.0021816971953896314
2941.0,48.08,48.08218184354621,0.002181843546210871
2942.0,48.08,48.08218198925554,0.002181989255539918
2943.0,48.08,48.082182134326196,0.0021821343261976267
2944.0,48.08,48.082182278760975,0.0021822787609764305
2945.0,48.08,48.08218242256269,0.0021824225626900784
2946.0,48.08,48.082182565734094,0.0021825657340954763
2947.0,48.08,48.08218270827793,0.0021827082779282136
2948.0,48.08,48.08218285019702,0.002182850197023356
2949.0,48.08,48.08218299149403,0.002182991494031228
2950.0,48.08,48.0821831321717,0.0021831321717016294
2951.0,48.08,48.08218327223277,0.0021832722327701504
2952.0,48.08,48.08218341167991,0.0021834116799084313
2953.0,48.08,48.082183550515836,0.002183550515837851
2954.0,48.08,48.082183688743235,0.0021836887432371554
2955.0,48.08,48.082183826364734,0.002183826364735353
2956.0,48.08,48.082183963383045,0.0021839633830467164
2957.0,48.08,48.082184099800756,0.0021840998007576218
2958.0,48.08,48.08218423562056,0.002184235620561026
2959.0,48.08,48.08218437084503,0.0021843708450290933
2960.0,48.08,48.082184505476775,0.0021845054767766214
2961.0,48.08,48.08218463951841,0.002184639518411302
2962.0,48.08,48.082184772972504,0.0021847729725053
2963.0,48.08,48.082184905841665,0.002184905841666307
2964.0,48.08,48.082185038128415,0.0021850381284167497
2965.0,48.08,48.08218516983536,0.00218516983536432
2966.0,48.08,48.082185300964994,0.0021853009649959176
2967.0,48.08,48.08218543151987,0.0021854315198694962
2968.0,48.08,48.082185561502506,0.0021855615025074826
2969.0,48.08,48.082185690915374,0.00218569091537546
2970.0,48.08,48.08218581976104,0.0021858197610384877
2971.0,48.08,48.08218594804193,0.0021859480419337274
2972.0,48.08,48.082186075760596,0.0021860757605978165
2973.0,48.08,48.08218620291941,0.0021862029194110733
2974.0,48.08,48.08218632952086,0.0021863295208603972
2975.0,48.08,48.082186455567395,0.002186455567397161
2976.0,48.08,48.08218658106145,0.0021865810614514203
2977.0,48.08,48.08218670600543,0.0021867060054319154
2978.0,48.08,48.08218683040178,0.002186830401782913
2979.0,48.08,48.08218695425289,0.0021869542528918373
2980.0,48.08,48.0821870775611,0.0021870775611034787
2981.0,48.08,48.08218720032886,0.0021872003288621045
2982.0,48.08,48.08218732255851,0.0021873225585125056
2983.0,48.08,48.0821874442524,0.002187444252399473
2984.0,48.08,48.08218756541288,0.002187565412882009
2985.0,48.08,48.082187686042296,0.0021876860422977984
2986.0,48.08,48.08218780614298,0.0021878061429845275
2987.0,48.08,48.08218792571725,0.00218792571725146
2988.0,48.08,48.08218804476737,0.0021880447673723324
2989.0,48.08,48.08218816329568,0.0021881632956848307
2990.0,48.08,48.08218828130448,0.0021882813044840077
2991.0,48.08,48.08218839879602,0.002188398796022284
2992.0,48.08,48.08218851577259,0.0021885157725947124
2993.0,48.08,48.082188632236424,0.002188632236425292
2994.0,48.08,48.08218874818977,0.0021887481897735483
2995.0,48.08,48.082188863634876,0.0021888636348776913
2996.0,48.08,48.08218897857397,0.002188978573968825
2997.0,48.08,48.082189093009255,0.0021890930092567373
2998.0,48.08,48.08218920694296,0.0021892069429583216
2999.0,48.08,48.08218932037727,0.002189320377269155
3000.0,48.08,48.08218943331437,0.0021894333143706035
3001.0,48.08,48.082189545756464,0.0021895457564653498
3002.0,48.08,48.08218965770572,0.002189657705720549
3003.0,48.08,48.08218976916423,0.0021897691642323025
3004.0,48.08,48.082189880134244,0.002189880134245925
3005.0,48.08,48.08218999061782,0.0021899906178219908
3006.0,48.08,48.082190100617154,0.0021901006171560766
3007.0,48.08,48.082190210134364,0.0021902101343656
3008.0,48.08,48.08219031917151,0.0021903191715111348
3009.0,48.08,48.082190427730744,0.0021904277307456255
3010.0,48.08,48.08219053581413,0.002190535814129646
3011.0,48.08,48.08219064342379,0.0021906434237948247
3012.0,48.08,48.082190750561765,0.002190750561766208
3013.0,48.08,48.082190857230124,0.0021908572301256868
3014.0,48.08,48.08219096343096,0.002190963430962256
3015.0,48.08,48.08219106916627,0.0021910691662725412
3016.0,48.08,48.08219117443814,0.0021911744381384324
3017.0,48.08,48.08219127924858,0.0021912792485849764
3018.0,48.08,48.08219138359965,0.002191383599651431
3019.0,48.08,48.082191487493304,0.002191487493305999
3020.0,48.08,48.082191590931586,0.002191590931587939
3021.0,48.08,48.08219169391647,0.002191693916472559
3022.0,48.08,48.08219179644996,0.00219179644996359
3023.0,48.08,48.08219189853402,0.0021918985340221298
3024.0,48.08,48.08219200017064,0.0021920001706448033
3025.0,48.08,48.082192101361755,0.0021921013617571816
3026.0,48.08,48.082192202109354,0.0021922021093558897
3027.0,48.08,48.08219230241534,0.002192302415345182
3028.0,48.08,48.08219240228166,0.0021924022816648403
3029.0,48.08,48.08219250171027,0.002192501710268857
3030.0,48.08,48.082192600703046,0.002192600703047276
3031.0,48.08,48.082192699261924,0.002192699261925668
3032.0,48.08,48.08219279738882,0.0021927973888224983
3033.0,48.08,48.08219289508558,0.002192895085585178
3034.0,48.08,48.08219299235415,0.002192992354153489
3035.0,48.08,48.082193089196345,0.0021930891963464205
3036.0,48.08,48.08219318561406,0.0021931856140611217
3037.0,48.08,48.08219328160919,0.0021932816091947416
3038.0,48.08,48.08219337718354,0.0021933771835449534
3039.0,48.08,48.082193472339,0.0021934723390018007
3040.0,48.08,48.08219356707737,0.002193567077370062
3041.0,48.08,48.08219366140047,0.002193661400468727
3042.0,48.08,48.08219375531015,0.002193755310152312
3043.0,48.08,48.08219384880819,0.0021938488081900687
3044.0,48.08,48.08219394189643,0.0021939418964294077
3045.0,48.08,48.08219403457664,0.002194034576639581
3046.0,48.08,48.082194126850595,0.0021941268505969447
3047.0,48.08,48.08219421872013,0.0021942187201346997
3048.0,48.08,48.08219431018698,0.0021943101869794646
3049.0,48.08,48.08219440125293,0.0021944012529289125
3050.0,48.08,48.082194491919665,0.00219449191966703
3051.0,48.08,48.082194582189025,0.0021945821890270167
3052.0,48.08,48.08219467206273,0.0021946720627283867
3053.0,48.08,48.08219476154248,0.0021947615424835476
3054.0,48.08,48.08219485063006,0.002194850630061751
3055.0,48.08,48.082194939327145,0.002194939327146983
3056.0,48.08,48.08219502763546,0.0021950276354587572
3057.0,48.08,48.082195115556665,0.002195115556666849
3058.0,48.08,48.082195203092525,0.002195203092526299
3059.0,48.08,48.082195290244705,0.0021952902447068823
3060.0,48.08,48.08219537701486,0.002195377014864164
3061.0,48.08,48.08219546340469,0.002195463404689235
3062.0,48.08,48.0821955494159,0.00219554941590161
3063.0,48.08,48.082195635050084,0.002195635050085798
3064.0,48.08,48.08219572030891,0.002195720308911575
3065.0,48.08,48.08219580519404,0.0021958051940416112
3066.0,48.08,48.08219588970706,0.0021958897070604166
3067.0,48.08,48.08219597384972,0.002195973849723032
3068.0,48.08,48.082196057623534,0.0021960576235358076
3069.0,48.08,48.08219614103015,0.0021961410301543083
3070.0,48.08,48.08219622407116,0.0021962240711630443
3071.0,48.08,48.08219630674823,0.002196306748231791
3072.0,48.08,48.08219638906286,0.0021963890628597937
3073.0,48.08,48.08219647101674,0.0021964710167452495
3074.0,48.08,48.0821965526114,0.0021965526114016143
3075.0,48.08,48.0821966338484,0.0021966338483991876
3076.0,48.08,48.08219671472934,0.002196714729343796
3077.0,48.08,48.08219679525574,0.0021967952557417902
3078.0,48.08,48.08219687542921,0.0021968754292132076
3079.0,48.08,48.082196955251234,0.002196955251235977
3080.0,48.08,48.08219703472341,0.0021970347234088194
3081.0,48.08,48.0821971138472,0.0021971138472025586
3082.0,48.08,48.082197192624214,0.0021971926242159157
3083.0,48.08,48.08219727105592,0.002197271055919714
3084.0,48.08,48.08219734914387,0.002197349143870042
3085.0,48.08,48.08219742688954,0.002197426889544829
3086.0,48.08,48.08219750429443,0.002197504294429109
3087.0,48.08,48.08219758136008,0.0021975813600789706
3088.0,48.08,48.08219765808788,0.0021976580878799723
3089.0,48.08,48.08219773447941,0.002197734479409519
3090.0,48.08,48.08219781053607,0.002197810536074485
3091.0,48.08,48.08219788625937,0.0021978862593741155
3092.0,48.08,48.08219796165079,0.002197961650793445
3093.0,48.08,48.08219803671171,0.0021980367117109267
3094.0,48.08,48.08219811144366,0.0021981114436613325
3095.0,48.08,48.08219818584803,0.0021981858480302208
3096.0,48.08,48.0821982599263,0.002198259926302626
3097.0,48.08,48.08219833367983,0.002198333679828579
3098.0,48.08,48.082198407110106,0.0021984071101073255
3099.0,48.08,48.08219848021852,0.0021984802185244234
3100.0,48.08,48.08219855300653,0.00219855300652938
3101.0,48.08,48.08219862547546,0.0021986254754651213
3102.0,48.08,48.08219869762675,0.0021986976267527325
3103.0,48.08,48.08219876946177,0.0021987694617706666
3104.0,48.08,48.082198840981945,0.0021988409819471144
3105.0,48.08,48.08219891218863,0.0021989121886321072
3106.0,48.08,48.08219898308321,0.0021989830832112034
3107.0,48.08,48.082199053667026,0.0021990536670273286
3108.0,48.08,48.08219912394148,0.002199123941480252
3109.0,48.08,48.082199193907904,0.0021991939079057943
3110.0,48.08,48.082199263567674,0.0021992635676753025
3111.0,48.08,48.08219933292208,0.0021993329220819646
3112.0,48.08,48.08219940197252,0.0021994019725184444
3113.0,48.08,48.08219947072028,0.002199470720285035
3114.0,48.08,48.08219953916674,0.002199539166738873
3115.0,48.08,48.08219960731314,0.0021996073131447247
3116.0,48.08,48.082199675160865,0.002199675160866832
3117.0,48.08,48.082199742711225,0.002199742711226804
3118.0,48.08,48.08219980996547,0.002199809965475197
3119.0,48.08,48.082199876924946,0.00219987692494783
3120.0,48.08,48.08219994359092,0.002199943590923681
3121.0,48.08,48.08220000996471,0.002200009964710148
3122.0,48.08,48.08220007604751,0.0022000760475151537
3123.0,48.08,48.082200141840715,0.0022001418407171514
3124.0,48.08,48.0822002073455,0.002200207345502747
3125.0,48.08,48.0822002725632,0.002200272563200656
3126.0,48.08,48.082200337495024,0.002200337495025906
3127.0,48.08,48.08220040214223,0.002200402142229052
3128.0,48.08,48.08220046650608,0.002200466506081966
3129.0,48.08,48.08220053058782,0.0022005305878209924
3130.0,48.08,48.08220059438868,0.0022005943886824753
3131.0,48.08,48.08220065790988,0.0022006579098814427
3132.0,48.08,48.08220072115266,0.0022007211526613446
3133.0,48.08,48.082200784118264,0.0022007841182656307
3134.0,48.08,48.08220084680785,0.0022008468078524857
3135.0,48.08,48.08220090922266,0.002200909222658254
3136.0,48.08,48.08220097136389,0.002200971363890858
3137.0,48.08,48.08220103323274,0.0022010332327440096
3138.0,48.08,48.082201094830424,0.0022010948304256317
3139.0,48.08,48.082201156158085,0.0022011561580868033
3140.0,48.08,48.082201217216976,0.0022012172169780797
3141.0,48.08,48.08220127800823,0.002201278008229224
3142.0,48.08,48.08220133853301,0.002201338533012631
3143.0,48.08,48.08220139879251,0.002201398792514908
3144.0,48.08,48.08220145878789,0.0022014587878942393
3145.0,48.08,48.08220151852029,0.0022015185202945986
3146.0,48.08,48.08220157799087,0.0022015779908741706
3147.0,48.08,48.08220163720078,0.0022016372007840346
3148.0,48.08,48.08220169615118,0.002201696151182375
3149.0,48.08,48.08220175484315,0.0022017548431492173
3150.0,48.08,48.082201813277905,0.0022018132779066946
3151.0,48.08,48.08220187145649,0.0022018714564921993
3152.0,48.08,48.0822019293801,0.0022019293800994433
3153.0,48.08,48.08220198704982,0.0022019870498226624
3154.0,48.08,48.082202044466754,0.0022020444667560923
3155.0,48.08,48.08220210163206,0.0022021016320650233
3156.0,48.08,48.08220215854678,0.002202158546779742
3157.0,48.08,48.08220221521199,0.002202215211994485
3158.0,48.08,48.08220227162886,0.0022022716288603306
3159.0,48.08,48.082202327798434,0.002202327798435988
3160.0,48.08,48.08220238372181,0.0022023837218085873
3161.0,48.08,48.08220243940004,0.002202439400043943
3162.0,48.08,48.08220249483428,0.002202494834278923
3163.0,48.08,48.082202550025514,0.002202550025515393
3164.0,48.08,48.08220260497485,0.002202604974854694
3165.0,48.08,48.082202659683304,0.0022026596833057965
3166.0,48.08,48.082202714151975,0.0022027141519771476
3167.0,48.08,48.082202768381876,0.0022027683818777177
3168.0,48.08,48.082202822374086,0.002202822374087532
3169.0,48.08,48.08220287612968,0.0022028761296795096
3170.0,48.08,48.082202929649625,0.0022029296496270945
3171.0,48.08,48.08220298293497,0.0022029829349747843
3172.0,48.08,48.08220303598678,0.0022030359867812876
3173.0,48.08,48.082203088806054,0.0022030888060555753
3174.0,48.08,48.08220314139383,0.0022031413938350397
3175.0,48.08,48.082203193751056,0.002203193751057597
3176.0,48.08,48.08220324587883,0.0022032458788316944
3177.0,48.08,48.08220329777809,0.002203297778095248
3178.0,48.08,48.08220334944991,0.0022033494499140716
3179.0,48.08,48.08220340089524,0.002203400895240293
3180.0,48.08,48.08220345211504,0.0022034521150402497
3181.0,48.08,48.082203503110364,0.0022035031103655456
3182.0,48.08,48.08220355388215,0.0022035538821540968
3183.0,48.08,48.082203604431385,0.0022036044313864522
3184.0,48.08,48.08220365475907,0.0022036547590715827
3185.0,48.08,48.08220370486616,0.0022037048661616154
3186.0,48.08,48.0822037547536,0.0022037547536015722
3187.0,48.08,48.08220380442239,0.0022038044223933184
3188.0,48.08,48.08220385387349,0.002203853873488981
3189.0,48.08,48.08220390310782,0.0022039031078193716
3190.0,48.08,48.08220395212635,0.0022039521263508277
3191.0,48.08,48.082204000930034,0.002204000930035477
3192.0,48.08,48.08220404951982,0.0022040495198183407
3193.0,48.08,48.0822040978966,0.0022040978966018088
3194.0,48.08,48.082204146061336,0.002204146061338008
3195.0,48.08,48.08220419401495,0.0022041940149506445
3196.0,48.08,48.08220424175836,0.0022042417583634233
3197.0,48.08,48.082204289292534,0.0022042892925355773
3198.0,48.08,48.082204336618375,0.002204336618376601
3199.0,48.08,48.08220438373674,0.002204383736739146
3200.0,48.08,48.08220443064862,0.0022044306486250775
3201.0,48.08,48.08220447735484,0.002204477354844414
3202.0,48.08,48.08220452385636,0.002204523856363494
3203.0,48.08,48.08220457015405,0.002204570154049179
3204.0,48.08,48.0822046162488,0.002204616248803859
3205.0,48.08,48.082204662141514,0.002204662141515712
3206.0,48.08,48.08220470783307,0.0022047078330729164
3207.0,48.08,48.08220475332435,0.00220475332434944
3208.0,48.08,48.08220479861626,0.0022047986162618827
3209.0,48.08,48.0822048437096,0.002204843709598947
3210.0,48.08,48.08220488860531,0.0022048886053127603
3211.0,48.08,48.08220493330423,0.0022049333042346575
3212.0,48.08,48.08220497780725,0.002204977807252817
3213.0,48.08,48.08220502211519,0.0022050221151914684
3214.0,48.08,48.08220506622893,0.0022050662289316847
3215.0,48.08,48.08220511014932,0.0022051101493190117
3216.0,48.08,48.08220515387716,0.0022051538771634682
3217.0,48.08,48.08220519741336,0.002205197413360338
3218.0,48.08,48.08220524075871,0.0022052407587125344
3219.0,48.08,48.08220528391411,0.002205283914108236
3220.0,48.08,48.08220532688035,0.0022053268803503556
3221.0,48.08,48.08220536965821,0.0022053696582133853
3222.0,48.08,48.0822054122486,0.002205412248599714
3223.0,48.08,48.082205454652325,0.002205454652326466
3224.0,48.08,48.082205496870145,0.002205496870146817
3225.0,48.08,48.08220553890295,0.0022055389029489447
3226.0,48.08,48.08220558075154,0.0022055807515428683
3227.0,48.08,48.08220562241666,0.0022056224166604466
3228.0,48.08,48.082205663899174,0.002205663899175647
3229.0,48.08,48.08220570519985,0.002205705199848751
3230.0,48.08,48.08220574631952,0.002205746319518198
3231.0,48.08,48.08220578725894,0.0022057872589442695
3232.0,48.08,48.08220582801893,0.0022058280189298785
3233.0,48.08,48.08220586860023,0.0022058686002282
3234.0,48.08,48.082205909003676,0.002205909003677675
3235.0,48.08,48.08220594923003,0.0022059492300314787
3236.0,48.08,48.08220598928006,0.0022059892800641023
3237.0,48.08,48.082206029154555,0.002206029154557143
3238.0,48.08,48.08220606885426,0.0022060688542637763
3239.0,48.08,48.08220610837994,0.0022061083799442827
3240.0,48.08,48.08220614773239,0.00220614773239447
3241.0,48.08,48.08220618691237,0.002206186912374619
3242.0,48.08,48.082206225920615,0.002206225920616589
3243.0,48.08,48.08220626475786,0.002206264757859344
3244.0,48.08,48.08220630342487,0.0022063034248702706
3245.0,48.08,48.082206341922415,0.0022063419224167546
3246.0,48.08,48.08220638025122,0.0022063802512235497
3247.0,48.08,48.08220641841202,0.002206418412022515
3248.0,48.08,48.08220645640551,0.0022064564055099822
3249.0,48.08,48.082206494232516,0.0022064942325172865
3250.0,48.08,48.08220653189372,0.0022065318937194434
3251.0,48.08,48.08220656938984,0.0022065693898412064
3252.0,48.08,48.0822066067216,0.002206606721600224
3253.0,48.08,48.082206643889734,0.00220664388973546
3254.0,48.08,48.08220668089495,0.0022066808949503525
3255.0,48.08,48.08220671773799,0.002206717737990971
3256.0,48.08,48.08220675441949,0.002206754419489698
3257.0,48.08,48.08220679094023,0.002206790940235237
3258.0,48.08,48.08220682730091,0.0022068273009097084
3259.0,48.08,48.08220686350221,0.002206863502209444
3260.0,48.08,48.082206899544815,0.002206899544816565
3261.0,48.08,48.08220693542947,0.002206935429470036
3262.0,48.08,48.082206971156836,0.002206971156837767
3263.0,48.08,48.08220700672757,0.0022070067275734573
3264.0,48.08,48.08220704214241,0.002207042142408966
3265.0,48.08,48.082207077402025,0.002207077402026414
3266.0,48.08,48.082207112507064,0.0022071125070652897
3267.0,48.08,48.08220714745826,0.002207147458264558
3268.0,48.08,48.082207182256255,0.0022071822562566012
3269.0,48.08,48.082207216901736,0.002207216901737752
3270.0,48.08,48.08220725139533,0.0022072513953332873
3271.0,48.08,48.08220728573774,0.0022072857377395394
3272.0,48.08,48.08220731992963,0.002207319929631524
3273.0,48.08,48.082207353971675,0.0022073539716771506
3274.0,48.08,48.082207387864486,0.0022073878644874867
3275.0,48.08,48.08220742160873,0.002207421608730442
3276.0,48.08,48.08220745520509,0.0022074552050952434
3277.0,48.08,48.08220748865418,0.0022074886541787464
3278.0,48.08,48.08220752195663,0.0022075219566346505
3279.0,48.08,48.08220755511314,0.0022075551131450766
3280.0,48.08,48.08220758812433,0.002207588124328197
3281.0,48.08,48.08220762099079,0.0022076209907950783
3282.0,48.08,48.082207653713226,0.0022076537132278418
3283.0,48.08,48.0822076862922,0.002207686292202027
3284.0,48.08,48.08220771872843,0.0022077187284281763
3285.0,48.08,48.08220775102244,0.002207751022439197
3286.0,48.08,48.08220778317491,0.002207783174910105
3287.0,48.08,48.08220781518644,0.0022078151864448614
3288.0,48.08,48.08220784705767,0.0022078470576687437
3289.0,48.08,48.08220787878919,0.0022078787891928187
3290.0,48.08,48.08220791038164,0.002207910381642364
3291.0,48.08,48.082207941835605,0.00220794183560713
3292.0,48.08,48.08220797315174,0.0022079731517408163
3293.0,48.08,48.08220800433058,0.002208004330583435
3294.0,48.08,48.08220803537276,0.002208035372760264
3295.0,48.08,48.08220806627885,0.0022080662788539485
3296.0,48.08,48.0822080970495,0.0022080970495039765
3297.0,48.08,48.08220812768527,0.002208127685271677
3298.0,48.08,48.08220815818677,0.002208158186775222
3299.0,48.08,48.08220818855458,0.002208188554583046
3300.0,48.08,48.08220821878926,0.002208218789263583
3301.0,48.08,48.08220824889141,0.002208248891413689
3302.0,48.08,48.08220827886167,0.002208278861672852
3303.0,48.08,48.082208308700515,0.0022083087005171365
3304.0,48.08,48.082208338408606,0.0022083384086073465
3305.0,48.08,48.08220836798645,0.002208367986455073
3306.0,48.08,48.08220839743466,0.0022083974346642776
3307.0,48.08,48.082208426753816,0.002208426753817605
3308.0,48.08,48.082208455944425,0.002208455944426646
3309.0,48.08,48.0822084850071,0.0022084850071024675
3310.0,48.08,48.082208513942405,0.002208513942406398
3311.0,48.08,48.08220854275086,0.0022085427508642397
3312.0,48.08,48.082208571433036,0.0022085714330373207
3313.0,48.08,48.0822085999895,0.002208599989501181
3314.0,48.08,48.0822086284208,0.0022086284208029383
3315.0,48.08,48.08220865672748,0.0022086567274826052
3316.0,48.08,48.08220868491009,0.002208684910094405
3317.0,48.08,48.08220871296918,0.0022087129691783502
3318.0,48.08,48.08220874090528,0.0022087409052815588
3319.0,48.08,48.08220876871892,0.0022087687189227267
3320.0,48.08,48.08220879641065,0.002208796410648972
3321.0,48.08,48.08220882398102,0.0022088239810216237
3322.0,48.08,48.082208851430536,0.0022088514305380613
3323.0,48.08,48.082208878759744,0.002208878759745403
3324.0,48.08,48.08220890596914,0.0022089059691410284
3325.0,48.08,48.08220893305928,0.002208933059279161
3326.0,48.08,48.08220896003069,0.002208960030692708
3327.0,48.08,48.08220898688388,0.0022089868838790494
3328.0,48.08,48.082209013619334,0.0022090136193355647
3329.0,48.08,48.08220904023764,0.002209040237644899
3330.0,48.08,48.08220906673927,0.0022090667392689056
3331.0,48.08,48.0822090931247,0.002209093124704964
3332.0,48.08,48.08220911939452,0.002209119394521508
3333.0,48.08,48.08220914554918,0.0022091455491803913
3334.0,48.08,48.0822091715892,0.0022091715892003094
3335.0,48.08,48.0822091975151,0.0022091975150999588
3336.0,48.08,48.08220922332735,0.0022092233273482975
3337.0,48.08,48.08220924902645,0.002209249026449811
3338.0,48.08,48.082209274612914,0.00220927461291609
3339.0,48.08,48.08220930008726,0.0022093000872587254
3340.0,48.08,48.08220932544991,0.002209325449911148
3341.0,48.08,48.08220935070136,0.0022093507013636327
3342.0,48.08,48.082209375842176,0.002209375842177508
3343.0,48.08,48.082209400872756,0.002209400872757783
3344.0,48.08,48.08220942579368,0.0022094257936799977
3345.0,48.08,48.08220945060535,0.0022094506053491614
3346.0,48.08,48.08220947530825,0.002209475308248443
3347.0,48.08,48.08220949990287,0.0022094999028752227
3348.0,48.08,48.082209524389725,0.00220952438972688
3349.0,48.08,48.08220954876922,0.0022095487692226357
3350.0,48.08,48.08220957304186,0.002209573041859869
3351.0,48.08,48.08220959720809,0.002209597208093328
3352.0,48.08,48.08220962126846,0.0022096212684630245
3353.0,48.08,48.08220964522331,0.0022096452233100194
